scenario_id,theme_id,scenario_group,domain,product_type,product_family_rule,product_family_label,model_name,region,carrier,os_oneui_version,intent_type,affected_function,observed_symptom,symptom_qualifier_ko,trigger_event,usage_context,onset_relation,frequency,reproducibility,user_impact,severity,diagnostic_class,user_suspected_cause,suspected_component,cause_evidence_level,attempted_action,action_result,desired_resolution,hard_negative,safety_flag,ambiguity_level,provenance_type,is_real_voc,source_anchor_id,source_usage,target_channel,target_language,missing_information_profile,recommended_split,split_group,canonical_scenario_ko,generation_constraints
GVS-0274,T28,보안과 계정,SECURITY,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,ACCOUNT.LOGIN,FEATURE_MISSING,기기 이전 후 삼성 계정 로그인 반복 요구,UNKNOWN,SAMSUNG_ACCOUNT,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S3,NETWORK_PROVIDER_RELATED,NETWORK_OR_EXTERNAL_SERVICE,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,다른 망·장소·기기로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0274,GALAXY_Z_FOLD에서 UNKNOWN/SAMSUNG_ACCOUNT 조건에 기기 이전 후 삼성 계정 로그인 반복 요구,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0275,T28,보안과 계정,SECURITY,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SECURITY.PRIVACY,NO_FUNCTION,Google 계정 동기화가 계속 실패,SETTINGS_CHANGE,GOOGLE_ACCOUNT,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S0,SETTINGS_RELATED,USER_SETTING,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,설정 확인 또는 기본값 복원,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0275,GALAXY_Z_FLIP에서 SETTINGS_CHANGE/GOOGLE_ACCOUNT 조건에 Google 계정 동기화가 계속 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0276,T28,보안과 계정,SECURITY,PHONE,A_SERIES,GALAXY_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,ACCOUNT.LOGIN,DIFFICULT_TO_USE,회사 정책이 카메라와 캡처를 차단,OS_UPDATE,WORK_POLICY,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0276,GALAXY_A에서 OS_UPDATE/WORK_POLICY 조건에 회사 정책이 카메라와 캡처를 차단,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0277,T28,보안과 계정,SECURITY,PHONE,XCOVER,GALAXY_XCOVER,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SECURITY.PRIVACY,DELAY,원격 잠금 해제 옵션이 보이지 않음,DEVICE_MIGRATION,REMOTE_LOCK,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S2,UNKNOWN,UNKNOWN,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,조치 정보 없음,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0277,GALAXY_XCOVER에서 DEVICE_MIGRATION/REMOTE_LOCK 조건에 원격 잠금 해제 옵션이 보이지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0278,T28,보안과 계정,SECURITY,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,ACCOUNT.LOGIN,FEATURE_MISSING,보안 폴더 백업이 새 기기로 이전되지 않음,UNKNOWN,SECURE_FOLDER,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S3,NETWORK_PROVIDER_RELATED,NETWORK_OR_EXTERNAL_SERVICE,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,다른 망·장소·기기로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TEST,GVS-0278,GALAXY_TAB_S에서 UNKNOWN/SECURE_FOLDER 조건에 보안 폴더 백업이 새 기기로 이전되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0279,T28,보안과 계정,SECURITY,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SECURITY.PRIVACY,NO_FUNCTION,패스키 로그인에서 생체인식 후 원래 화면으로 돌아감,SETTINGS_CHANGE,PASSKEY,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S0,SETTINGS_RELATED,USER_SETTING,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,설정 확인 또는 기본값 복원,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0279,GALAXY_S_BASE_PLUS에서 SETTINGS_CHANGE/PASSKEY 조건에 패스키 로그인에서 생체인식 후 원래 화면으로 돌아감,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0280,T28,보안과 계정,SECURITY,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,ACCOUNT.LOGIN,DIFFICULT_TO_USE,국가 변경 뒤 계정 서비스와 스토어가 달라짐,OS_UPDATE,REGION_CHANGE,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,ACCOUNT|KNOX|AUTO_BLOCKER|AUTHENTICATION,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC027,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0280,GALAXY_S_ULTRA에서 OS_UPDATE/REGION_CHANGE 조건에 국가 변경 뒤 계정 서비스와 스토어가 달라짐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0281,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.BATTERY,EXCESS_CONSUMPTION,수면 측정 밤 한 번에 배터리가 크게 줄어듦,OS_UPDATE,SLEEP_TRACKING,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0281,GALAXY_WATCH_BT에서 OS_UPDATE/SLEEP_TRACKING 조건에 수면 측정 밤 한 번에 배터리가 크게 줄어듦,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0282,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.GPS,INACCURATE,GPS 운동 경로가 실제 코너를 잘라 기록,NAVIGATION,GPS_WORKOUT,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,VALID,GVS-0282,GALAXY_WATCH_LTE에서 NAVIGATION/GPS_WORKOUT 조건에 GPS 운동 경로가 실제 코너를 잘라 기록,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0283,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.BATTERY,DELAY,LTE 단독 사용 시 몇 시간 만에 방전,FIVE_G,LTE_STANDALONE,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S3,NETWORK_PROVIDER_RELATED,NETWORK_OR_EXTERNAL_SERVICE,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,다른 망·장소·기기로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0283,GALAXY_WATCH_BT에서 FIVE_G/LTE_STANDALONE 조건에 LTE 단독 사용 시 몇 시간 만에 방전,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0284,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.GPS,OVERHEAT,AOD를 켜면 하루를 버티지 못함,INITIAL_SETUP,AOD,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S1,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0284,GALAXY_WATCH_LTE에서 INITIAL_SETUP/AOD 조건에 AOD를 켜면 하루를 버티지 못함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0285,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.BATTERY,EXCESS_CONSUMPTION,새 워치 초기 설정 직후 소모가 빠름,UNKNOWN,NEW_WATCH,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TEST,GVS-0285,GALAXY_WATCH_BT에서 UNKNOWN/NEW_WATCH 조건에 새 워치 초기 설정 직후 소모가 빠름,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0286,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.GPS,INACCURATE,야외 달리기에서 위치가 자주 튐,OS_UPDATE,OUTDOOR_RUN,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S3,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TEST,GVS-0286,GALAXY_WATCH_LTE에서 OS_UPDATE/OUTDOOR_RUN 조건에 야외 달리기에서 위치가 자주 튐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0287,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.BATTERY,DELAY,실내에서 운동을 시작하면 GPS 고정이 늦음,NAVIGATION,INDOOR_START,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,NETWORK_PROVIDER_RELATED,NETWORK_OR_EXTERNAL_SERVICE,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,다른 망·장소·기기로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0287,GALAXY_WATCH_BT에서 NAVIGATION/INDOOR_START 조건에 실내에서 운동을 시작하면 GPS 고정이 늦음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0288,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.GPS,OVERHEAT,LTE 음악 스트리밍 중 발열과 소모 증가,FIVE_G,MUSIC_STREAMING,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0288,GALAXY_WATCH_LTE에서 FIVE_G/MUSIC_STREAMING 조건에 LTE 음악 스트리밍 중 발열과 소모 증가,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0289,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.BATTERY,EXCESS_CONSUMPTION,추운 날 배터리 잔량이 급락,INITIAL_SETUP,LOW_TEMP,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S3,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,VALID,GVS-0289,GALAXY_WATCH_BT에서 INITIAL_SETUP/LOW_TEMP 조건에 추운 날 배터리 잔량이 급락,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0290,T29,Watch 배터리와 GPS,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.GPS,INACCURATE,충전 중 워치가 뜨거워지고 충전이 중단,UNKNOWN,CHARGING,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,WATCH_BATTERY|GNSS|WEAR_OS|LTE_MODEM,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0290,GALAXY_WATCH_LTE에서 UNKNOWN/CHARGING 조건에 충전 중 워치가 뜨거워지고 충전이 중단,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0291,T30,Watch 건강 측정,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.HEART_RATE,INACCURATE,문신 부위에서 심박 센서가 측정을 자주 중단,SETTINGS_CHANGE,TATTOO,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,VALID,GVS-0291,GALAXY_WATCH_BT에서 SETTINGS_CHANGE/TATTOO 조건에 문신 부위에서 심박 센서가 측정을 자주 중단,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0292,T30,Watch 건강 측정,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.SLEEP,MISSING_DATA,느슨하게 착용하면 심박이 실제보다 낮게 기록,APP_UPDATE,LOOSE_FIT,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,VALID,GVS-0292,GALAXY_WATCH_LTE에서 APP_UPDATE/LOOSE_FIT 조건에 느슨하게 착용하면 심박이 실제보다 낮게 기록,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0293,T30,Watch 건강 측정,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.HEART_RATE,NO_FUNCTION,인터벌 운동의 빠른 심박 변화가 늦게 반영,OS_UPDATE,INTERVAL_TRAINING,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S1,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0293,GALAXY_WATCH_BT에서 OS_UPDATE/INTERVAL_TRAINING 조건에 인터벌 운동의 빠른 심박 변화가 늦게 반영,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0294,T30,Watch 건강 측정,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.SLEEP,DELAY,밤중 각성을 수면으로 계속 기록,UNKNOWN,SLEEP_WAKE,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S2,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0294,GALAXY_WATCH_LTE에서 UNKNOWN/SLEEP_WAKE 조건에 밤중 각성을 수면으로 계속 기록,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0295,T30,Watch 건강 측정,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.HEART_RATE,INACCURATE,낮잠이 수면 기록에 포함되지 않음,SETTINGS_CHANGE,NAP,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TEST,GVS-0295,GALAXY_WATCH_BT에서 SETTINGS_CHANGE/NAP 조건에 낮잠이 수면 기록에 포함되지 않음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0296,T30,Watch 건강 측정,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.SLEEP,MISSING_DATA,피부 조건에 따른 측정 편차를 우려,APP_UPDATE,DARK_SKIN_CONCERN,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0296,GALAXY_WATCH_LTE에서 APP_UPDATE/DARK_SKIN_CONCERN 조건에 피부 조건에 따른 측정 편차를 우려,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0297,T30,Watch 건강 측정,WATCH,WATCH,WATCH_BT,GALAXY_WATCH_BT,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.HEART_RATE,NO_FUNCTION,땀이 많은 운동에서 센서 값이 튐,OS_UPDATE,SWEAT,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0297,GALAXY_WATCH_BT에서 OS_UPDATE/SWEAT 조건에 땀이 많은 운동에서 센서 값이 튐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0298,T30,Watch 건강 측정,WATCH,WATCH,WATCH_LTE,GALAXY_WATCH_LTE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,WATCH.SLEEP,DELAY,추운 날 손목에서 심박 측정이 지연,UNKNOWN,COLD_SKIN,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,OPTICAL_SENSOR|FIT_ALGORITHM|WEARABLE_APP,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC019,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0298,GALAXY_WATCH_LTE에서 UNKNOWN/COLD_SKIN 조건에 추운 날 손목에서 심박 측정이 지연,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
